번호,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지
11575,연세의치과의원,치과의원,031-275-2842,17079,"경기도 용인시 기흥구 한보라1로 5 503층 (보라동, 보라메가타운)",
11576,연세이(e)멋진치과의원,치과의원,031-919-1800,10375,경기도 고양시 일산서구 대산로 124 (주엽동),
11577,연세이(e)탑치과의원,치과의원,043-276-2875,28117,충청북도 청주시 청원구 오창읍 2산단로 132 5층,
11578,연세이담치과의원,치과의원,031-792-2275,12913,"경기도 하남시 미사강변동로 73 608호,609호,610호,611호 (망월동, 미사강변노블레스)",
11579,연세이도치과의원,치과의원,02-2033-9955,04597,서울특별시 중구 다산로 104 현대빌딩 201호 (신당동),
11580,연세이라인치과교정과치과의원,치과의원,041-415-2875,31134,충청남도 천안시 서북구 쌍용대로 318 (성정동),
11581,연세이로운치과의원,치과의원,054-251-7528,37572,경상북도 포항시 북구 법원로 157 301호 (양덕동),
11582,연세이명수치과의원,치과의원,02-928-7277,02578,서울특별시 동대문구 안암로 20 2층 (용두동),
11583,연세이미지치과의원,치과의원,031-718-2822,13637,"경기도 성남시 분당구 성남대로 34 401호 (구미동, 하나프라자)",
11584,연세이바른치과의원,치과의원,031-441-2879,13996,경기도 안양시 만안구 안양로 258 2층 (안양동),
11585,연세이바름치과의원,치과의원,031-948-0099,10892,"경기도 파주시 교하로 87 302호 (목동동, 삼성플라자)",
11586,연세이사랑치과의원,치과의원,055-291-0075,51316,"경상남도 창원시 마산회원구 3·15대로 650 (석전동, 건설공제조합)",
11587,연세이사랑치과의원,치과의원,031-712-1027,13599,"경기도 성남시 분당구 내정로166번길 7-3 301호 (수내동, 서기빌딩)",
11588,연세이사랑치과의원,치과의원,031-237-6875,16588,"경기도 수원시 권선구 덕영대로 1093 3층 (세류동, 가림빌딩)",
11589,연세이사랑치과의원,치과의원,031-581-2882,12418,경기도 가평군 가평읍 연인2길 2 유진빌딩 2층,
11590,연세이안치과의원,치과의원,033-733-8600,26456,강원도 원주시 영랑길 2 302호 (행구동),
11591,연세이안치과의원,치과의원,863-2854,08524,"서울특별시 금천구 두산로 71 4층 (독산동, 롯데마트금천점)",
11592,연세이안치과의원,치과의원,3142-2854,03996,"서울특별시 마포구 월드컵로 80 6층 (서교동, 서교양경회관)",
11593,연세이앤미치과의원,치과의원,031-484-9004,15471,"경기도 안산시 단원구 광덕대로 161 303~304호 (고잔동, 웅신아트프라자)",http://www.enmee.com/
11594,연세이앤이치과의원,치과의원,041-548-8828,31521,충청남도 아산시 번영로 204 2층 (모종동),
11595,연세이엔박치과의원,치과의원,02-2631-2879,07258,서울특별시 영등포구 국회대로 612 2층 (당산동3가),
11596,연세이엔오치과의원,치과의원,02-733-2872,03060,서울특별시 종로구 율곡로 47 4층 (안국동),
11597,연세이웃치과의원,치과의원,02-486-2827,05326,서울특별시 강동구 구천면로 233 501호 (천호동),
11598,연세이원유치과의원,치과의원,02-6253-2800,06022,서울특별시 강남구 논현로176길 24 2층 (신사동),http://www.misodent.com/
11599,연세이음치과의원,치과의원,02-2608-7528,07715,서울특별시 강서구 화곡로 152 CUBE152 3층 (화곡동),
11600,연세이존치과의원,치과의원,02-567-2825,06207,서울특별시 강남구 도곡로 405 201호 (대치동),
11601,연세이좋은치과의원,치과의원,02-811-7400,07282,"서울특별시 영등포구 선유로13길 25 201호 (문래동6가, 에이스하이테크시티2)",
11602,연세이지치과의원,치과의원,032-517-2824,21416,인천광역시 부평구 수변로 8 파워프라자 3층 303호 (부개동),
11603,연세이치과의원,치과의원,031-885-2055,12628,경기도 여주시 세종로 27 (홍문동),
11604,연세이치과의원,치과의원,02-963-1454,02788,"서울특별시 성북구 돌곶이로 23 2층 (석관동, 연세이치과의원)",
11605,연세이튼치과의원,치과의원,033-747-8575,26462,"강원도 원주시 양지로 80 403호, 404호 (반곡동)",
11606,연세이튼치과의원,치과의원,02-2659-2876,07551,"서울특별시 강서구 양천로 564 231호 (등촌동, 두산위브센티움)",
11607,연세이튼치과의원,치과의원,031-8005-5660,17006,"경기도 용인시 기흥구 동백중앙로 265 402호 (중동, 더엠)",http://www.etonsmile.co.kr/
11608,연세이튼치과의원,치과의원,033-243-0030,24404,강원도 춘천시 동내면 춘천순환로 58 58,
11609,연세이튼치과의원,치과의원,033-673-2875,25022,강원도 양양군 양양읍 양양로 44 44,
11610,연세이튼튼치과의원,치과의원,031-983-2802,10071,경기도 김포시 김포한강9로76번길 63 4층 403호 (구래동),
11611,연세이튼튼치과의원,치과의원,02-477-2175,05373,"서울특별시 강동구 천호대로 1120 2층 6호 (성내동, 엘아이지건영리가 주상복합)",
11612,연세이편한치과의원,치과의원,033-241-2544,24450,강원도 춘천시 춘주로 174 (퇴계동),
11613,연세이편한치과의원,치과의원,02-847-2875,07393,"서울특별시 영등포구 신풍로 33 203호 (신길동, 신영빌딩)",
11614,연세이편한치과의원,치과의원,051-990-0040,46726,부산광역시 강서구 명지국제6로 168 스타필드 시티 명지점 4층 4100호 (명지동),
11615,연세이편한치과의원,치과의원,032-667-2879,14626,"경기도 부천시 부일로 340 203호 (중동, 중앙상가)",
11616,연세이편한치과의원,치과의원,032-522-2080,21312,인천광역시 부평구 마장로 396 5층 (청천동),
11617,연세이편한치과의원,치과의원,031-244-6411,16349,경기도 수원시 장안구 파장로 74 302호 (파장동),
11618,연세인스마일치과의원,치과의원,02-1644-2030,03306,서울특별시 은평구 진관2로 29-21 드림스퀘어 305호 (진관동),
11619,연세인스타일치과의원,치과의원,3141-0428,04050,서울특별시 마포구 양화로 152 3~4층 (동교동),
11620,연세인치과의원,치과의원,02-3428-2875,05338,"서울특별시 강동구 성안로 163 (천호동, 대세빌딩 202호)",
11621,연세임플치과교정과치과의원,치과의원,932-2228,01625,서울특별시 노원구 동일로 1676 4층 (상계동),
11622,연세자연애치과의원,치과의원,02-576-2275,06800,서울특별시 서초구 헌릉로 176 서울영동농협종합시설 3층 1호 (내곡동),
11623,연세자연치과의원,치과의원,042-841-2275,32832,충청남도 계룡시 계룡대로 320 2층 (금암동),
11624,연세자연치과의원,치과의원,02-730-7528,03183,"서울특별시 종로구 세종대로 159-0 (세종로, 세광빌딩 8층)",http://www.nanumdent.net/sub_2/link_url.asp?ma_url=sub_3
11625,연세자연치과의원,치과의원,02-821-8275,06919,서울특별시 동작구 양녕로 281 2층 (상도1동),
11626,연세자연치과의원,치과의원,02-2682-7522,14262,경기도 광명시 광명로 898 3층 307호 (광명동),
11627,연세자이치과의원,치과의원,031-818-7003,10323,"경기도 고양시 일산동구 위시티2로11번길 45 301호 (식사동, 위시티일산자이 주상복합)",
11628,연세재신치과의원,치과의원,02-6203-2828,06343,서울특별시 강남구 일원로 41 2층 (일원동),
11629,연세정인치과의원,치과의원,02-722-2080,03186,서울특별시 종로구 새문안로 96 (신문로1가),
11630,연세정직한치과의원,치과의원,582-7575,06760,"서울특별시 서초구 과천대로 946 201,202호 (방배동)",
11631,연세정치과의원,치과의원,031-714-2889,13625,"경기도 성남시 분당구 구미로 60 402호 (구미동, 관보쇼핑)",
11632,연세정치과의원,치과의원,031-384-8078,13937,"경기도 안양시 동안구 관평로 328 203호 (관양동, 세광상가)",
11633,연세정치과의원,치과의원,031-982-7928,10099,"경기도 김포시 걸포2로 1 403-1호 (걸포동, 오스타파라곤타워)",
11634,연세정치과의원,치과의원,,12113,"경기도 남양주시 별내2로 64 504호 (별내동, 쎈타프라자)",
11635,연세제이치과의원,치과의원,1644-0028,14546,"경기도 부천시 석천로183번길 27 3층 (중동, 주원프라자)",
11636,연세제일치과의원,치과의원,032-815-2275,21927,인천광역시 연수구 먼우금로 190 연수프라자 404호 (연수동),
11637,연세제일치과의원,치과의원,02-814-0858,06922,서울특별시 동작구 노량진로 150 (노량진동),http://www.jeildental.co.kr
11638,연세제일치과의원,치과의원,031-480-7575,15236,"경기도 안산시 단원구 선부광장1로 69 211~212, 205-1호 (선부동)",http://www.newtooth.co.kr
11639,연세제일치과의원,치과의원,033-635-2875,24872,"강원도 속초시 동해대로 4024 3층 305호 (조양동, 제일프라자)",http://
11640,연세제일치과의원,치과의원,043-883-2875,27633,충청북도 음성군 금왕읍 무극로 248 2층,
11641,연세제중치과의원,치과의원,02-3474-6235,06626,"서울특별시 서초구 사임당로 175 6층 (서초동, 갤럭시타워)",
11642,연세조아치과의원,치과의원,567-9975,22640,"인천광역시 서구 완정로 36 2,3층 일부호 (마전동, 한성빌딩)",
11643,연세조은치과의원,치과의원,02-322-7505,04014,서울특별시 마포구 포은로 78 2층 (망원동),
11644,연세조이치과의원,치과의원,031-553-7528,12256,경기도 남양주시 도농로 32 부영그린타운 6층 601호 (다산동),
11645,연세좋은손치과의원,치과의원,02-525-2804,06634,"서울특별시 서초구 서초대로 304 3층 (서초동, 강한미크리닉빌딩)",
11646,연세좋은이웃치과의원,치과의원,02-969-0028,02573,서울특별시 동대문구 왕산로 193 4층 (청량리동),http://www.gooddent.co.kr
11647,연세좋은치과의원,치과의원,032-652-2275,14709,경기도 부천시 경인로 203 서전빌딩 (심곡본동),
11648,연세좋은치과의원,치과의원,02-495-7788,02163,"서울특별시 중랑구 망우로 404 2층 (망우동, 신한은행)",
11649,연세좋은치과의원,치과의원,02-6941-1234,02523,서울특별시 동대문구 답십리로 293 2층 (장안동),http://www.lplusdental.co.kr
11650,연세좋은치과의원,치과의원,02-525-2875,06693,"서울특별시 서초구 방배천로 5-3 4층 (방배동, 도양빌딩)",
11651,연세좋은치과의원,치과의원,02-816-2800,06949,서울특별시 동작구 상도로15길 120 2층 (상도동),
11652,연세주니어치과의원,치과의원,032-507-2875,21344,"인천광역시 부평구 체육관로 38 402호 (삼산동, 세원빌딩)",http://www.yjunior.co.kr/03incheon/
11653,연세주니어치과의원,치과의원,02-3476-2066,06515,"서울특별시 서초구 잠원로14길 41 301호 (잠원동, 신반포12차상가)",http://www.yjunior.com
11654,연세주니어치과의원,치과의원,02-2646-2875,08093,"서울특별시 양천구 목동서로 377 (신정동, 이스타빌3차아파트)",http://www.yjunior.co.kr/
11655,연세주니어치과의원,치과의원,02-935-7544,01695,"서울특별시 노원구 노해로 485 402호 (상계동, 금정빌딩)",
11656,연세주치과의원,치과의원,02-933-2228,01601,"서울특별시 노원구 누원로 22 (상계동, 수락리버시티4단지 크로바프라자201호)",
11657,연세준치과교정과치과의원,치과의원,02-2215-2222,02541,서울특별시 동대문구 사가정로 80 답십리 뉴타운 카운티 에비뉴 4층 (답십리동),
11658,연세준치과의원,치과의원,031-373-1275,18144,"경기도 오산시 경기대로 154 401호 (원동, 패션폴라리스)",http://www.ysjune.co.kr/
11659,연세준치과의원,치과의원,02-744-7528,01852,"서울특별시 노원구 동일로 1077 2층 (공릉동, 스테이션빌딩)",
11660,연세준플란트치과의원,치과의원,2693-2275,07714,"서울특별시 강서구 화곡로 157 Roi빌딩 3층 303,304호 (화곡동)",
11661,연세중앙치과의원,치과의원,054-783-2075,36305,경상북도 울진군 북면 울진북로 2093 (),
11662,연세지디치과의원,치과의원,02-569-9799,06253,서울특별시 강남구 도곡로 115 401호 (역삼동),http://www.ysgd.co.kr/
11663,연세지세븐치과의원,치과의원,031-693-5651,17006,"경기도 용인시 기흥구 동백중앙로 175 (중동,우함빌딩 402호)",
11664,연세지앤미치과의원,치과의원,031-938-2885,10500,"경기도 고양시 덕양구 화신로272번길 57 402호 (화정동, 태원빌딩)",http://www.zimi.co.kr/
11665,연세지오치과의원,치과의원,031-997-2879,10083,"경기도 김포시 김포한강1로51번길 12 5층 (장기동, 동서메디칼빌딩)",
11666,연세진석치과교정과치과의원,치과의원,031-8049-2057,10066,"경기도 김포시 솔터로 22 201~4,213~14호 (구래동, 메트로타워 예미지)",www.yonsei-js.com
11667,연세진치과의원,치과의원,031-883-0045,12653,경기도 여주시 세종로 375-1 2층 (점봉동),
11668,연세진치과의원,치과의원,02-541-2875,06083,서울특별시 강남구 영동대로 602 302호 (삼성동),http://www.dentjin.co.kr/
11669,연세진치과의원,치과의원,02-486-2882,05372,서울특별시 강동구 양재대로 1396 원천빌딩 2층 (둔촌동),http://www.ysjin.com/
